cohortDefinitionId,analysisId,conceptId,name,n,pct,timeWindow,database
1001,202,441261,Episodic acute alcoholic intoxication in alcoholism,2,4.959087527894868e-4,365_0,synpuf
1001,202,133569,Fasciitis,27,0.00669476816265807,365_0,synpuf
1001,202,443462,Enteritis due to Candida,14,0.0034713612695264,365_0,synpuf
1001,202,436480,Dystrophy of vulva,6,0.00148772625836846,365_0,synpuf
1001,202,437394,Closed fracture of lower end of forearm,1,2.479543763947434e-4,365_0,synpuf
1001,202,139099,Ingrowing nail,255,0.06322836598065956,365_0,synpuf
1001,202,439770,Ketoacidosis due to type 1 diabetes mellitus,51,0.01264567319613191,365_0,synpuf
1001,202,435492,Nodular lymphoma of intrathoracic lymph nodes,1,2.479543763947434e-4,365_0,synpuf
1001,202,24612,"Multiple endocrine neoplasia, type 2",7,0.0017356806347632,365_0,synpuf
1001,202,135611,Furuncle of hand,15,0.00371931564592115,365_0,synpuf
1001,202,434455,Acquired claw toes,19,0.00471113315150012,365_0,synpuf
1001,202,200338,Nodular lymphoma of intra-abdominal lymph nodes,3,7.438631291842301e-4,365_0,synpuf
1001,202,4063171,Transverse lie - delivered,1,2.479543763947434e-4,365_0,synpuf
1001,202,77923,Eosinophilic colitis,42,0.01041408380857922,365_0,synpuf
1001,202,135694,Abrasion and/or friction burn of foot without infection,1,2.479543763947434e-4,365_0,synpuf
1001,202,378087,Secondary malignant neoplasm of brain and spinal cord,47,0.01165385569055293,365_0,synpuf
1001,202,200450,Disorder of urethra,4,9.918175055789735e-4,365_0,synpuf
1001,202,78633,Heat cramp,4,9.918175055789735e-4,365_0,synpuf
1001,202,437863,Exudative cyst of pars plana,2,4.959087527894868e-4,365_0,synpuf
1001,202,442168,Mycosis fungoides of spleen,3,7.438631291842301e-4,365_0,synpuf
1001,202,4090224,Malignant tumor of anterior floor of mouth,3,7.438631291842301e-4,365_0,synpuf
1001,202,432851,Secondary malignant neoplastic disease,24,0.00595090503347384,365_0,synpuf
1001,202,372547,Viral encephalitis,1,2.479543763947434e-4,365_0,synpuf
1001,202,77691,Open fracture of capitate bone of wrist,4,9.918175055789735e-4,365_0,synpuf
1001,202,442569,Myocarditis due to acquired toxoplasmosis,3,7.438631291842301e-4,365_0,synpuf
1001,202,443601,Chronic kidney disease stage 2,78,0.01934044135878998,365_0,synpuf
1001,202,433758,Childhood emotional disorder,1,2.479543763947434e-4,365_0,synpuf
1001,202,440998,Peripheral chorioretinal scar,7,0.0017356806347632,365_0,synpuf
1001,202,142026,Disorder of cardiovascular prostheses and implants,46,0.01140590131415819,365_0,synpuf
1001,202,72403,Hemarthrosis of the ankle and/or foot,7,0.0017356806347632,365_0,synpuf
1001,202,315288,Dissecting aneurysm of artery,3,7.438631291842301e-4,365_0,synpuf
1001,202,440699,Sarcoid meningitis,1,2.479543763947434e-4,365_0,synpuf
1001,202,433333,Open fracture of shaft of ulna,3,7.438631291842301e-4,365_0,synpuf
1001,202,435049,Periostitis of lower leg,1,2.479543763947434e-4,365_0,synpuf
1001,202,432630,Juxtapapillary focal retinitis AND retinochoroiditis,1,2.479543763947434e-4,365_0,synpuf
1001,202,373200,Chronic mycotic otitis externa,5,0.00123977188197371,365_0,synpuf
1001,202,432541,Primary tuberculosis,2,4.959087527894868e-4,365_0,synpuf
1001,202,432586,Mental disorder,1,2.479543763947434e-4,365_0,synpuf
1001,202,313459,Sleep apnea,147,0.03644929333002728,365_0,synpuf
1001,202,192275,Alpha-1-antitrypsin deficiency,9,0.00223158938755269,365_0,synpuf
1001,202,443551,Apraxia due to cerebrovascular accident,7,0.0017356806347632,365_0,synpuf
1001,202,432310,Cryptococcal meningitis,1,2.479543763947434e-4,365_0,synpuf
1001,202,195401,Contusion of hip,35,0.00867840317381601,365_0,synpuf
1001,202,381576,Extrinsic cartilagenous obstruction of eustachian tube,1,2.479543763947434e-4,365_0,synpuf
1001,202,255566,Acute tracheitis with obstruction,20,0.00495908752789486,365_0,synpuf
1001,202,81660,Cervicocranial syndrome,71,0.01760476072402678,365_0,synpuf
1001,202,438941,Hydantoin derivative poisoning,2,4.959087527894868e-4,365_0,synpuf
1001,202,443528,Recurrent hypersomnia,5,0.00123977188197371,365_0,synpuf
1001,202,441241,Reticulosarcoma of lymph nodes of axilla and upper limb,1,2.479543763947434e-4,365_0,synpuf
1001,202,193345,Pelvic organ injury with open wound into abdominal cavity,1,2.479543763947434e-4,365_0,synpuf
1001,202,194693,Postprocedural pelvic peritoneal adhesions,17,0.00421522439871063,365_0,synpuf
1001,202,25572,Disorder of salivary gland,4,9.918175055789735e-4,365_0,synpuf
1001,202,381574,Exostosis of external ear canal,4,9.918175055789735e-4,365_0,synpuf
1001,202,197036,Vesicoureteric reflux,24,0.00595090503347384,365_0,synpuf
1001,202,373503,Transient cerebral ischemia,256,0.0634763203570543,365_0,synpuf
1001,202,439502,Postoperative pain,74,0.01834862385321101,365_0,synpuf
1001,202,317890,Mitral and aortic stenosis,36,0.00892635755021076,365_0,synpuf
1001,202,135489,Primary malignant neoplasm of male breast,34,0.00843044879742127,365_0,synpuf
1001,202,195012,Intermenstrual bleeding - irregular,11,0.00272749814034217,365_0,synpuf
1001,202,73854,Progressive myositis ossificans,12,0.00297545251673692,365_0,synpuf
1001,202,4154162,Head and neck injury,5,0.00123977188197371,365_0,synpuf
1001,202,195482,Primary malignant neoplasm of intestinal tract,8,0.00198363501115794,365_0,synpuf
1001,202,4346971,Elbow pyogenic arthritis,2,4.959087527894868e-4,365_0,synpuf
1001,202,192364,Nephrotic syndrome associated with another disorder,7,0.0017356806347632,365_0,synpuf
1001,202,43531054,Disorder of pelvis,6,0.00148772625836846,365_0,synpuf
1001,202,198801,"Chronic gastric ulcer with hemorrhage, with perforation and with obstruction",9,0.00223158938755269,365_0,synpuf
1001,202,436664,Vitamin A deficiency with ocular manifestation,4,9.918175055789735e-4,365_0,synpuf
1001,202,380986,Senile dementia with delusion,54,0.01338953632531614,365_0,synpuf
1001,202,45769863,Female perineal hernia,4,9.918175055789735e-4,365_0,synpuf
1001,202,374168,Complex febrile seizure,9,0.00223158938755269,365_0,synpuf
1001,202,443788,Peritoneal adhesions with obstruction,36,0.00892635755021076,365_0,synpuf
1001,202,254062,Acute chest syndrome,24,0.00595090503347384,365_0,synpuf
1001,202,78593,Open wound of wrist without complication,8,0.00198363501115794,365_0,synpuf
1001,202,435478,Primary malignant neoplasm of upper gum,2,4.959087527894868e-4,365_0,synpuf
1001,202,438270,Closed fracture of C5-C7 level with anterior cord syndrome,1,2.479543763947434e-4,365_0,synpuf
1001,202,378757,Hypotrichosis of eyelid,2,4.959087527894868e-4,365_0,synpuf
1001,202,437860,Choroidal detachment,1,2.479543763947434e-4,365_0,synpuf
1001,202,434624,Voyeurism,1,2.479543763947434e-4,365_0,synpuf
1001,202,438746,Isolated explosive disorder,2,4.959087527894868e-4,365_0,synpuf
1001,202,4263370,R.I.N.D. syndrome,145,0.03595338457723779,365_0,synpuf
1001,202,441427,Open fracture of neck of metacarpal bone,1,2.479543763947434e-4,365_0,synpuf
1001,202,440108,Thyrotoxic exophthalmos,3,7.438631291842301e-4,365_0,synpuf
1001,202,4043378,Frontotemporal dementia,28,0.00694272253905281,365_0,synpuf
1001,202,439901,Chondrocalcinosis due to pyrophosphate crystals,3,7.438631291842301e-4,365_0,synpuf
1001,202,197095,Embryonic cyst of fallopian tube and broad ligament,1,2.479543763947434e-4,365_0,synpuf
1001,202,4229909,Disorder of the nose,65,0.01611703446565832,365_0,synpuf
1001,202,444239,Postprocedural state finding,99,0.02454748326307959,365_0,synpuf
1001,202,4177232,Malignant neoplasm of occipital lobe,2,4.959087527894868e-4,365_0,synpuf
1001,202,442182,Secondary malignant neoplasm of lymph nodes of lower limb,12,0.00297545251673692,365_0,synpuf
1001,202,317002,Low blood pressure,262,0.06496404661542277,365_0,synpuf
1001,202,441409,Cor biloculare,1,2.479543763947434e-4,365_0,synpuf
1001,202,40479649,Systemic inflammatory response syndrome associated with organ dysfunction,7,0.0017356806347632,365_0,synpuf
1001,202,444300,Fatal familial insomnia,1,2.479543763947434e-4,365_0,synpuf
1001,202,434303,Benign neoplasm of rectum and anal canal,47,0.01165385569055293,365_0,synpuf
1001,202,201070,Cholelithiasis AND cholecystitis without obstruction,57,0.01413339945450037,365_0,synpuf
1001,202,40480429,Hemiplegia of nondominant side,10,0.00247954376394743,365_0,synpuf
1001,202,137945,Pressure ulcer stage 2,34,0.00843044879742127,365_0,synpuf
1001,202,373476,Keratomalacia,2,4.959087527894868e-4,365_0,synpuf
1001,202,138148,Plantar nerve lesion,43,0.01066203818497396,365_0,synpuf
1001,202,435516,Lipoprotein deficiency disorder,15,0.00371931564592115,365_0,synpuf
1001,202,438970,Disease due to West Nile virus,2,4.959087527894868e-4,365_0,synpuf
1001,202,432872,Classical phenylketonuria,8,0.00198363501115794,365_0,synpuf
1001,202,436339,Bacterial infection due to Klebsiella pneumoniae,12,0.00297545251673692,365_0,synpuf
1001,202,440987,Drug-induced hallucinosis,1,2.479543763947434e-4,365_0,synpuf
1001,202,373461,Leukocoria,2,4.959087527894868e-4,365_0,synpuf
1001,202,432472,"Open fracture of proximal humerus, anatomical neck",3,7.438631291842301e-4,365_0,synpuf
1001,202,75623,Old anterior cruciate ligament disruption,2,4.959087527894868e-4,365_0,synpuf
1001,202,435624,Traumatic dislocation of pelvis,7,0.0017356806347632,365_0,synpuf
1001,202,374028,Age related macular degeneration,109,0.02702702702702703,365_0,synpuf
1001,202,432312,Chronic angle-closure glaucoma,32,0.00793454004463178,365_0,synpuf
1001,202,440457,Threatened miscarriage,3,7.438631291842301e-4,365_0,synpuf
1001,202,259848,Chronic rhinitis,85,0.02107612199355318,365_0,synpuf
1001,202,4089655,Malignant tumor of Waldeyer's ring,2,4.959087527894868e-4,365_0,synpuf
1001,202,4092530,Malignant tumor of lacrimal gland,2,4.959087527894868e-4,365_0,synpuf
1001,202,199991,Disorder of transplanted kidney,33,0.00818249442102653,365_0,synpuf
1001,202,437876,Papilledema - optic disc edema due to raised intracranial pressure,1,2.479543763947434e-4,365_0,synpuf
1001,202,136982,Trichiasis without entropion,54,0.01338953632531614,365_0,synpuf
1001,202,378547,Congenital anomaly of retina,2,4.959087527894868e-4,365_0,synpuf
1001,202,4148476,Brachymetatarsia,1,2.479543763947434e-4,365_0,synpuf
1001,202,4056745,Glutethimide poisoning,1,2.479543763947434e-4,365_0,synpuf
1001,202,40490497,Arthritis of hand,11,0.00272749814034217,365_0,synpuf
1001,202,437685,Multiple open fractures of skull AND/OR face without intracranial injury,1,2.479543763947434e-4,365_0,synpuf
1001,202,314658,Cardiomegaly,318,0.0788494916935284,365_0,synpuf
1001,202,40490993,Malignant neoplasm of mandible,2,4.959087527894868e-4,365_0,synpuf
1001,202,257143,Open wound of multiple sites of nose without complication,1,2.479543763947434e-4,365_0,synpuf
1001,202,74132,Degeneration of lumbosacral intervertebral disc,634,0.1572030746342673,365_0,synpuf
1001,202,138886,Closed traumatic dislocation of vertebra,2,4.959087527894868e-4,365_0,synpuf
1001,202,444032,Yabapox,1,2.479543763947434e-4,365_0,synpuf
1001,202,26361,Primary malignant neoplasm of pineal gland,1,2.479543763947434e-4,365_0,synpuf
1001,202,442920,Mental disorder during pregnancy - baby delivered,2,4.959087527894868e-4,365_0,synpuf
1001,202,80824,Senile osteoporosis,184,0.04562360525663278,365_0,synpuf
1001,202,442575,Enzymopathy,4,9.918175055789735e-4,365_0,synpuf
1001,202,80804,Allergic arthritis of multiple sites,7,0.0017356806347632,365_0,synpuf
1001,202,81939,Recurrent dislocation of joint,3,7.438631291842301e-4,365_0,synpuf
1001,202,444407,Prion disease,1,2.479543763947434e-4,365_0,synpuf
1001,202,77408,Closed anterior dislocation of proximal end of tibia,1,2.479543763947434e-4,365_0,synpuf
1001,202,378765,Tympanosclerosis,4,9.918175055789735e-4,365_0,synpuf
1001,202,432789,Opioid analgesic adverse reaction,3,7.438631291842301e-4,365_0,synpuf
1001,202,4093193,Elbow stiff,12,0.00297545251673692,365_0,synpuf
1001,202,432300,Latent schizophrenia in remission,8,0.00198363501115794,365_0,synpuf
1001,202,434311,Disorder of the urea cycle metabolism,5,0.00123977188197371,365_0,synpuf
1001,202,433389,Tetracyclines group adverse reaction,2,4.959087527894868e-4,365_0,synpuf
1001,202,435602,Chylocele of tunica vaginalis,2,4.959087527894868e-4,365_0,synpuf
1001,202,197672,Urinary incontinence,159,0.0394247458467642,365_0,synpuf
1001,202,432294,Iatrogenic carnitine deficiency,4,9.918175055789735e-4,365_0,synpuf
1001,202,4092524,Malignant tumor of undescended testis,1,2.479543763947434e-4,365_0,synpuf
1001,202,439907,Non-traumatic tendon rupture,23,0.00570295065707909,365_0,synpuf
1001,202,26514,Laryngeal web,1,2.479543763947434e-4,365_0,synpuf
1001,202,375274,Monocular exotropia,3,7.438631291842301e-4,365_0,synpuf
1001,202,80797,"Chondrocalcinosis due to dicalcium phosphate crystals, of the hand",1,2.479543763947434e-4,365_0,synpuf
1001,202,441700,Closed traumatic dislocation of tarsal joint,1,2.479543763947434e-4,365_0,synpuf
1001,202,438172,Atrial septal defect due to and following acute myocardial infarction,12,0.00297545251673692,365_0,synpuf
1001,202,377561,Alternating exotropia,2,4.959087527894868e-4,365_0,synpuf
1001,202,197033,Endometriosis of pelvic peritoneum,1,2.479543763947434e-4,365_0,synpuf
1001,202,194406,Urinary tract obstruction,56,0.01388544507810563,365_0,synpuf
1001,202,194558,Enterovirus enteritis,2,4.959087527894868e-4,365_0,synpuf
1001,202,375458,Meningococcal optic neuritis,1,2.479543763947434e-4,365_0,synpuf
1001,202,381864,Subjective tinnitus,29,0.00719067691544755,365_0,synpuf
1001,202,433515,Chronic gastrojejunal ulcer with hemorrhage,12,0.00297545251673692,365_0,synpuf
1001,202,40480077,Periprosthetic osteolysis,6,0.00148772625836846,365_0,synpuf
1001,202,314958,Benign secondary hypertension,16,0.00396727002231589,365_0,synpuf
1001,202,373462,Fragments of torsion dystonia,4,9.918175055789735e-4,365_0,synpuf
1001,202,436940,Metabolic syndrome X,50,0.01239771881973716,365_0,synpuf
1001,202,436118,After-cataract with vision obscured following extraction of cataract,169,0.04190428961071163,365_0,synpuf
1001,202,4015717,Amebiasis carrier,13,0.00322340689313166,365_0,synpuf
1001,202,434932,Fuchs' heterochromic cyclitis,4,9.918175055789735e-4,365_0,synpuf
1001,202,132321,Xeroderma of eyelid,1,2.479543763947434e-4,365_0,synpuf
1001,202,79168,Open fracture of sacrum AND/OR coccyx without spinal cord injury,1,2.479543763947434e-4,365_0,synpuf
1001,202,195584,Acute peptic ulcer without hemorrhage AND without perforation but with obstruction,1,2.479543763947434e-4,365_0,synpuf
1001,202,443619,Refractory migraine variants,4,9.918175055789735e-4,365_0,synpuf
1001,202,80070,Uric acid urolithiasis,3,7.438631291842301e-4,365_0,synpuf
1001,202,372599,Severe mixed bipolar I disorder without psychotic features,38,0.00942226630300024,365_0,synpuf
1001,202,439312,Nondependent mixed drug abuse,25,0.00619885940986858,365_0,synpuf
1001,202,377294,Exotropia,3,7.438631291842301e-4,365_0,synpuf
1001,202,442109,Benign neoplasm of bronchus,4,9.918175055789735e-4,365_0,synpuf
1001,202,132333,Acute perichondritis of pinna,2,4.959087527894868e-4,365_0,synpuf
1001,202,4111091,Acute myocarditis - meningococcal,2,4.959087527894868e-4,365_0,synpuf
1001,202,193242,Perforation of intestine,22,0.00545499628068435,365_0,synpuf
1001,202,372644,Hypopigmentation of eyelid,1,2.479543763947434e-4,365_0,synpuf
1001,202,436547,Cortex contusion without open intracranial wound AND with no loss of consciousness,1,2.479543763947434e-4,365_0,synpuf
1001,202,379008,Stiff-man syndrome,2,4.959087527894868e-4,365_0,synpuf
1001,202,77702,Multiple closed fractures of pelvis with disruption of pelvic circle,7,0.0017356806347632,365_0,synpuf
1001,202,137820,Postoperative hypothyroidism,56,0.01388544507810563,365_0,synpuf
1001,202,4201390,Colostomy present,16,0.00396727002231589,365_0,synpuf
1001,202,444376,Open dislocation of proximal end of metacarpal bone of wrist,1,2.479543763947434e-4,365_0,synpuf
1001,202,442772,"Isoimmunization from non-ABO, non-Rh blood-group incompatibility affecting pregnancy",1,2.479543763947434e-4,365_0,synpuf
1001,202,254061,Pleural effusion,61,0.01512521696007934,365_0,synpuf
1001,202,376395,Mononeuritis multiplex,11,0.00272749814034217,365_0,synpuf
1001,202,140673,Hypothyroidism,1574,0.3902801884453261,365_0,synpuf
1001,202,377286,Visual field defect,21,0.00520704190428961,365_0,synpuf
1001,202,316814,Hyperventilation,53,0.0131415819489214,365_0,synpuf
1001,202,440865,Closed fracture of epiphysis of femur,14,0.0034713612695264,365_0,synpuf
1001,202,435956,Closed fracture of base of neck of femur,15,0.00371931564592115,365_0,synpuf
1001,202,376402,"Low vision, one eye",6,0.00148772625836846,365_0,synpuf
1001,202,140191,Osteomyelitis of lower leg,6,0.00148772625836846,365_0,synpuf
1001,202,4340379,Hepatitis B carrier,12,0.00297545251673692,365_0,synpuf
1001,202,200150,Female hematocele,1,2.479543763947434e-4,365_0,synpuf
1001,202,40484513,Hemiplegia of nondominant side as late effect of cerebrovascular disease,25,0.00619885940986858,365_0,synpuf
1001,202,433197,Pseudoexfoliation of lens capsule,44,0.0109099925613687,365_0,synpuf
1001,202,134596,Lymphoid leukemia in remission,3,7.438631291842301e-4,365_0,synpuf
1001,202,40486896,Primary malignant neoplasm of extrahepatic bile duct,5,0.00123977188197371,365_0,synpuf
1001,202,4288310,Carotid artery obstruction,403,0.09992561368708158,365_0,synpuf
1001,202,437093,Congenital ptosis,1,2.479543763947434e-4,365_0,synpuf
1001,202,4008566,Undifferentiated schizophrenia,8,0.00198363501115794,365_0,synpuf
1001,202,139899,Pemphigoid,8,0.00198363501115794,365_0,synpuf
1001,202,380413,Tympanic membrane - total perforation,1,2.479543763947434e-4,365_0,synpuf
1001,202,198810,Vulval intraepithelial neoplasia grade 2,1,2.479543763947434e-4,365_0,synpuf
1001,202,132412,Post-laminectomy syndrome,48,0.01190181006694768,365_0,synpuf
1001,202,192859,Postablative ovarian failure,3,7.438631291842301e-4,365_0,synpuf
1001,202,439414,Toxic epidermal necrolysis - erythema multiforme overlap syndrome,2,4.959087527894868e-4,365_0,synpuf
1001,202,195683,Open wound of penis without complication,1,2.479543763947434e-4,365_0,synpuf
1001,202,373850,Congenital abnormality of Eustachian tube,1,2.479543763947434e-4,365_0,synpuf
1001,202,201626,Mittelschmerz,4,9.918175055789735e-4,365_0,synpuf
1001,202,377883,Intermittent alternating esotropia,1,2.479543763947434e-4,365_0,synpuf
1001,202,433128,Complication,11,0.00272749814034217,365_0,synpuf
1001,202,75949,Closed fracture of sacrum AND/OR coccyx with cauda equina injury,1,2.479543763947434e-4,365_0,synpuf
1001,202,440878,Open wound of jaw without complication,2,4.959087527894868e-4,365_0,synpuf
1001,202,442334,Synovitis AND/OR tenosynovitis associated with another disease,13,0.00322340689313166,365_0,synpuf
1001,202,30968,Diabetes insipidus,9,0.00223158938755269,365_0,synpuf
1001,202,433730,Disorder of thymus gland,11,0.00272749814034217,365_0,synpuf
1001,202,195771,Secondary diabetes mellitus,488,0.12100173568063476,365_0,synpuf
1001,202,134398,Periodontal disease,2,4.959087527894868e-4,365_0,synpuf
1001,202,437276,Glaucoma due to chamber angle anomaly,12,0.00297545251673692,365_0,synpuf
1001,202,440044,Overlapping malignant neoplasm of hypopharynx,2,4.959087527894868e-4,365_0,synpuf
1001,202,4290927,low vision of both eyes,6,0.00148772625836846,365_0,synpuf
1001,202,378140,Inflammatory and toxic neuropathy,19,0.00471113315150012,365_0,synpuf
1001,202,320741,Thrombophlebitis,11,0.00272749814034217,365_0,synpuf
1001,202,373478,Presbyopia,120,0.0297545251673692,365_0,synpuf
1001,202,441835,Chronic schizoaffective schizophrenia,17,0.00421522439871063,365_0,synpuf
1001,202,78357,Reactive arthritis triad,4,9.918175055789735e-4,365_0,synpuf
1001,202,312927,Acute cor pulmonale,16,0.00396727002231589,365_0,synpuf
1001,202,437496,Epidemic vertigo,12,0.00297545251673692,365_0,synpuf
1001,202,381031,Alternating esotropia,4,9.918175055789735e-4,365_0,synpuf
1001,202,194083,Vaginitis and vulvovaginitis,73,0.01810066947681626,365_0,synpuf
1001,202,438151,Glaucoma associated with tumors AND/OR cysts,19,0.00471113315150012,365_0,synpuf
1001,202,433759,Developmental reading disorder,1,2.479543763947434e-4,365_0,synpuf
1001,202,372915,Postinflammatory optic atrophy,2,4.959087527894868e-4,365_0,synpuf
1001,202,78504,"Arthropathy associated with mycoses, of the hand",1,2.479543763947434e-4,365_0,synpuf
1001,202,375239,Degenerative brain disorder,92,0.02281180262831639,365_0,synpuf
1001,202,81106,Acquired genu varum,6,0.00148772625836846,365_0,synpuf
1001,202,4167767,Cardiac inotropic agent adverse reaction,8,0.00198363501115794,365_0,synpuf
1001,202,443884,Retained magnetic foreign body in posterior wall of eye,2,4.959087527894868e-4,365_0,synpuf
1001,202,436389,Cocaine dependence,9,0.00223158938755269,365_0,synpuf
1001,202,198483,Stricture or atresia of the vagina,1,2.479543763947434e-4,365_0,synpuf
1001,202,441799,Infestation by fly larvae,1,2.479543763947434e-4,365_0,synpuf
1001,202,380378,Epilepsy,166,0.0411604264815274,365_0,synpuf
1001,202,141404,Abnormal dermatoglyphic pattern,1,2.479543763947434e-4,365_0,synpuf
1001,202,436876,Toxic effect of lead compound,1,2.479543763947434e-4,365_0,synpuf
1001,202,259043,Emphysematous bleb of lung,66,0.01636498884205306,365_0,synpuf
1001,202,375547,Anisometropia,3,7.438631291842301e-4,365_0,synpuf
1001,202,74719,Ulcer of foot,322,0.07984130919910737,365_0,synpuf
1001,202,138845,Rheumatism,29,0.00719067691544755,365_0,synpuf
1001,202,197107,Abdominal rigidity of right lower quadrant,11,0.00272749814034217,365_0,synpuf
1001,202,433617,Open fracture of femoral condyle of femur,2,4.959087527894868e-4,365_0,synpuf
1001,202,197319,Nephrotic syndrome with proliferative glomerulonephritis,1,2.479543763947434e-4,365_0,synpuf
1001,202,381686,Persistent vegetative state,25,0.00619885940986858,365_0,synpuf
1001,202,434219,Food anaphylaxis,5,0.00123977188197371,365_0,synpuf
1001,202,79121,Aseptic necrosis of talus,28,0.00694272253905281,365_0,synpuf
1001,202,434193,Closed traumatic dislocation of distal radioulnar joint of wrist,4,9.918175055789735e-4,365_0,synpuf
1001,202,139757,Malignant melanoma of skin of lower limb,9,0.00223158938755269,365_0,synpuf
1001,202,74892,Articular gout,13,0.00322340689313166,365_0,synpuf
1001,202,133685,Salmonella infection,1,2.479543763947434e-4,365_0,synpuf
1001,202,439274,Acute exacerbation of subchronic latent schizophrenia,9,0.00223158938755269,365_0,synpuf
1001,202,372624,Cataract with neovascularization,31,0.00768658566823704,365_0,synpuf
1001,202,195760,Sézary's disease of spleen,2,4.959087527894868e-4,365_0,synpuf
1001,202,441422,Closed fracture of humerus,32,0.00793454004463178,365_0,synpuf
1001,202,197610,Cyst of ovary,48,0.01190181006694768,365_0,synpuf
1001,202,439776,Autism spectrum disorder,10,0.00247954376394743,365_0,synpuf
1001,202,441276,Nondependent alcohol abuse in remission,4,9.918175055789735e-4,365_0,synpuf
1001,202,80189,Displacement of lumbar intervertebral disc without myelopathy,272,0.0674435903793702,365_0,synpuf
1001,202,443936,Microglossia,1,2.479543763947434e-4,365_0,synpuf
1001,202,440587,Injury at C5-C7 level with central cord syndrome AND without bone injury,2,4.959087527894868e-4,365_0,synpuf
1001,202,434488,Basal metabolic rate - finding,7,0.0017356806347632,365_0,synpuf
1001,202,141651,Stevens-Johnson syndrome,8,0.00198363501115794,365_0,synpuf
1001,202,4291005,Viral hepatitis,4,9.918175055789735e-4,365_0,synpuf
1001,202,201043,Dissection of iliac artery,10,0.00247954376394743,365_0,synpuf
1001,202,440087,Parasomnia,8,0.00198363501115794,365_0,synpuf
1001,202,78831,Disorder of ankle,6,0.00148772625836846,365_0,synpuf
1001,202,4242416,Cutis laxa,68,0.01686089759484255,365_0,synpuf
1001,202,438751,Lens-induced iridocyclitis,4,9.918175055789735e-4,365_0,synpuf
1001,202,380407,Chronic infective otitis externa,5,0.00123977188197371,365_0,synpuf
1001,202,4206591,Mass of trunk,55,0.01363749070171088,365_0,synpuf
1001,202,81658,Arthropathy associated with a respiratory disorder,9,0.00223158938755269,365_0,synpuf
1001,202,134438,Contact dermatitis,14,0.0034713612695264,365_0,synpuf
1001,202,4014526,Sternoclavicular sprain,6,0.00148772625836846,365_0,synpuf
1001,202,73819,Pain of breast,35,0.00867840317381601,365_0,synpuf
1001,202,381865,Sensorimotor disorder of eyelid,1,2.479543763947434e-4,365_0,synpuf
1001,202,137077,Chronic osteomyelitis of ankle and/or foot,14,0.0034713612695264,365_0,synpuf
1001,202,199762,Sézary's disease of lymph nodes of inguinal region AND/OR lower limb,2,4.959087527894868e-4,365_0,synpuf
1001,202,4116936,Transient arthropathy of shoulder,6,0.00148772625836846,365_0,synpuf
1001,202,437341,Failed mechanical induction with antenatal problem,1,2.479543763947434e-4,365_0,synpuf
1001,202,133737,Acute thyroiditis,21,0.00520704190428961,365_0,synpuf
1001,202,136937,Benign neoplasm of endocrine gland,3,7.438631291842301e-4,365_0,synpuf
1001,202,444071,Furuncle of forearm,18,0.00446317877510538,365_0,synpuf
1001,202,381292,Chronic allergic conjunctivitis,54,0.01338953632531614,365_0,synpuf
1001,202,436945,"Single major depressive episode, mild",28,0.00694272253905281,365_0,synpuf
1001,202,437240,Carcinoma in situ of skin of upper limb and shoulder,32,0.00793454004463178,365_0,synpuf
1001,202,139132,Diastematomyelia,1,2.479543763947434e-4,365_0,synpuf
1001,202,437027,Hemorrhagic duodenitis,9,0.00223158938755269,365_0,synpuf
1001,202,135618,Pruritic rash,5,0.00123977188197371,365_0,synpuf
1001,202,4019263,Concussion with less than 1 hour loss of consciousness,3,7.438631291842301e-4,365_0,synpuf
1001,202,436333,Orf virus disease,1,2.479543763947434e-4,365_0,synpuf
1001,202,443391,Malignant tumor of cecum,19,0.00471113315150012,365_0,synpuf
1001,202,78274,Closed fracture of pisiform bone of wrist,2,4.959087527894868e-4,365_0,synpuf
1001,202,133779,Postauricular fistula,1,2.479543763947434e-4,365_0,synpuf
1001,202,382034,Injury of sciatic nerve,6,0.00148772625836846,365_0,synpuf
1001,202,193253,Nephritis,46,0.01140590131415819,365_0,synpuf
1001,202,141652,Localized hyperhidrosis,13,0.00322340689313166,365_0,synpuf
1001,202,434026,Pars planitis,3,7.438631291842301e-4,365_0,synpuf
1001,202,434916,"Amphetamine or psychostimulant dependence, continuous",4,9.918175055789735e-4,365_0,synpuf
1001,202,317510,Leukemia,19,0.00471113315150012,365_0,synpuf
1001,202,319054,Thrombophlebitis of upper extremities,12,0.00297545251673692,365_0,synpuf
1001,202,201633,Cystitis cystica,33,0.00818249442102653,365_0,synpuf
1001,202,435940,Closed fracture of shaft of humerus,7,0.0017356806347632,365_0,synpuf
1001,202,195562,Hemorrhoids,70,0.01735680634763203,365_0,synpuf
1001,202,437123,Closed fracture of hamate bone of wrist,1,2.479543763947434e-4,365_0,synpuf
1001,202,75091,Closed fracture of carpal bone,19,0.00471113315150012,365_0,synpuf
1001,202,433935,Poisoning by psychostimulant,2,4.959087527894868e-4,365_0,synpuf
1001,202,198334,Enteric campylobacteriosis,1,2.479543763947434e-4,365_0,synpuf
1001,202,372605,Spinal muscular atrophy,7,0.0017356806347632,365_0,synpuf
1001,202,192286,Intestinal disaccharidase deficiency,31,0.00768658566823704,365_0,synpuf
1001,202,434794,Open wound of scapular region with tendon involvement,1,2.479543763947434e-4,365_0,synpuf
1001,202,193733,Neoplasm of uncertain behavior of retroperitoneum and peritoneum,5,0.00123977188197371,365_0,synpuf
